piece_name,H1,H4,GS,CPI
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/171.mid,2.2971,2.8255,0.8077,0.95
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/172.mid,2.0508,2.6907,0.7138,0.95
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/173.mid,2.2344,2.6605,0.7099,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/174.mid,2.0664,2.5319,0.5,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/175.mid,2.15,2.7465,0.6553,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/176.mid,1.9877,2.8544,0.7281,0.9375
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/177.mid,2.02,2.694,0.7262,0.8824
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/178.mid,2.4256,2.7088,0.6903,0.8667
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/179.mid,2.1217,3.0288,0.6125,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/18.mid,2.3289,2.8413,0.7318,0.8947
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/180.mid,2.4139,2.8793,0.6329,0.9444
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/181.mid,1.9193,2.7697,0.7375,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/183.mid,1.8526,2.6507,0.7762,0.8696
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/184.mid,2.279,2.7618,0.6845,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/185.mid,1.9699,2.3271,0.807,0.7333
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/186.mid,2.2281,2.6132,0.8139,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/187.mid,2.4822,3.1011,0.7879,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/188.mid,2.1302,2.5969,0.9478,0.7778
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/189.mid,2.2593,2.7212,0.8432,0.9362
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/19.mid,1.8473,2.4929,0.7205,0.8571
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/190.mid,2.0369,2.8764,0.6765,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/191.mid,2.2893,2.7535,0.7928,0.9444
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/192.mid,1.4623,2.1416,0.5625,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/193.mid,2.566,3.0239,0.75,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/194.mid,2.1989,2.549,0.9577,0.4211
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/195.mid,1.9515,2.7501,0.6929,0.9333
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/196.mid,2.3278,3.0184,0.5875,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/197.mid,2.1677,2.8538,0.5,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/199.mid,1.7644,2.6212,0.6714,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/2.mid,2.4052,2.791,0.5603,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/20.mid,2.1575,2.6077,0.8295,0.8049
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/200.mid,2.0253,2.6606,0.7452,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/201.mid,2.3365,2.8551,0.7684,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/202.mid,2.1776,2.7876,0.7806,0.931
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/203.mid,2.6158,3.0748,0.7278,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/204.mid,2.4115,2.8134,0.7651,0.9524
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/205.mid,1.9468,2.8195,0.7042,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/206.mid,2.1697,2.7698,0.7794,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/208.mid,2.2304,2.793,0.5978,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/209.mid,1.7863,2.6581,0.6438,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/21.mid,1.5982,2.2941,0.6292,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/210.mid,2.5287,2.9605,0.6316,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/211.mid,2.3743,2.9362,0.9659,0.8
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/212.mid,2.1917,2.6838,0.7063,0.875
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/213.mid,2.5691,3.0205,0.6432,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/214.mid,2.4999,2.8479,0.6399,0.9643
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/215.mid,1.6404,2.6099,0.7047,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/216.mid,2.2164,2.7487,0.8462,0.9583
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/217.mid,2.5339,2.9607,0.7444,0.9444
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/218.mid,2.2161,2.5531,0.9167,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/219.mid,2.1757,2.6065,0.7388,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/22.mid,2.0305,2.8339,0.6477,0.9091
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/220.mid,2.3215,2.8979,0.8419,0.8788
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/221.mid,2.7614,3.0059,0.4167,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/222.mid,1.9631,2.5023,0.6003,0.8667
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/223.mid,1.8457,2.6267,0.6745,0.9091
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/224.mid,2.1683,2.7504,0.8485,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/225.mid,1.6194,2.6191,0.5,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/226.mid,2.1584,2.5007,0.9167,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/227.mid,2.2276,2.9093,0.8155,0.7778
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/228.mid,2.3726,2.8153,0.6636,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/229.mid,2.1138,2.6886,0.7456,0.9688
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/23.mid,2.347,2.7269,0.7362,0.9048
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/230.mid,2.5052,3.0435,0.6536,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/231.mid,2.479,2.9277,0.6337,0.9615
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/232.mid,2.2357,2.756,0.9014,0.8696
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/233.mid,1.0417,2.106,0.7494,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/234.mid,2.6409,2.9811,0.6176,0.913
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/235.mid,2.2316,2.6585,0.8053,0.881
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/236.mid,2.195,2.6739,0.8931,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/237.mid,2.145,2.6976,0.6857,0.9474
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/238.mid,2.1764,2.8042,0.8125,0.9333
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/239.mid,1.8184,2.568,0.7321,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/240.mid,2.2527,2.6441,0.8349,0.8
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/241.mid,2.9529,3.387,0.8625,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/242.mid,2.0342,2.3639,0.3125,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/243.mid,2.655,2.9616,0.6094,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/245.mid,1.3337,1.1543,0.5625,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/246.mid,2.1068,2.6429,0.6151,0.9655
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/247.mid,2.0548,2.3942,0.7404,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/248.mid,2.1236,2.7207,0.8846,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/25.mid,2.1272,2.7902,0.6548,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/250.mid,2.0422,2.9152,0.5347,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/251.mid,2.409,2.7815,0.7403,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/253.mid,2.7075,2.9319,0.7888,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/254.mid,2.2883,2.7825,0.8435,0.7317
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/255.mid,2.248,3.1501,0.8083,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/256.mid,1.7057,2.7892,0.6821,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/257.mid,1.8835,2.1487,0.649,0.4615
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/258.mid,2.2731,2.7479,0.5982,0.9412
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/259.mid,2.1626,2.6149,0.7375,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/26.mid,2.3463,2.738,0.6458,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/260.mid,1.662,2.8437,0.7321,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/261.mid,2.2411,2.8409,0.6181,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/262.mid,2.1896,2.7139,0.7297,0.8667
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/263.mid,1.9654,2.654,0.777,0.8824
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/264.mid,2.1719,2.6166,0.7292,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/265.mid,2.3779,3.194,0.6813,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/266.mid,2.4564,2.9628,0.625,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/268.mid,1.8874,2.3059,0.7754,0.9091
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/269.mid,2.1163,2.7565,0.5591,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/27.mid,2.0241,2.5907,0.7679,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/270.mid,2.111,2.5326,0.9234,0.7778
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/271.mid,2.1431,2.7985,0.5261,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/272.mid,1.9757,2.8466,0.6977,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/273.mid,2.2708,2.7549,0.7998,0.9535
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/274.mid,2.2038,2.708,0.8282,0.9032
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/275.mid,2.1087,2.8333,0.641,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/276.mid,2.0853,2.6324,0.8952,0.8
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/277.mid,2.2334,2.7666,0.7582,0.8462
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/278.mid,2.3433,2.8845,0.7573,0.9167
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/279.mid,2.4989,2.9347,0.4167,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/28.mid,2.1156,2.5956,0.8338,0.7632
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/280.mid,2.2388,2.8763,0.6255,0.9655
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/281.mid,2.2377,2.8717,0.8606,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/282.mid,1.9807,2.1733,0.8036,0.6667
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/284.mid,2.4179,3.2043,0.5476,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/285.mid,2.1649,2.9103,0.6429,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/286.mid,2.1538,2.7377,0.82,0.913
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/287.mid,2.1584,2.8279,0.8478,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/288.mid,2.011,2.5654,0.6875,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/289.mid,2.0482,2.6788,0.8939,0.85
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/29.mid,1.8621,2.4502,0.6988,0.8125
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/290.mid,2.1369,2.6714,0.8565,0.9333
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/291.mid,1.8579,2.503,0.825,0.7857
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/292.mid,2.0203,2.6471,0.8018,0.9583
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/293.mid,1.9564,2.5173,0.7349,0.9333
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/294.mid,2.3905,2.8666,0.5625,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/295.mid,1.1488,1.1488,,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/296.mid,1.8456,2.3263,0.5861,0.6667
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/297.mid,2.157,2.5952,0.7798,0.8
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/298.mid,2.3533,2.8366,0.7768,0.7727
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/299.mid,2.2428,2.7197,0.8097,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/3.mid,2.1569,2.6957,0.7987,0.9444
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/30.mid,2.2969,2.7581,0.7546,0.9333
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/301.mid,1.7805,2.0491,0.9277,0.375
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/302.mid,2.5405,2.943,0.6594,0.84
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/303.mid,1.5579,2.2676,0.75,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/304.mid,2.3019,2.7485,0.7175,0.9091
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/305.mid,2.3577,2.6195,0.7803,0.5
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/307.mid,2.1204,2.6362,0.625,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/309.mid,1.9351,2.2199,0.7,0.6667
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/31.mid,2.3548,2.884,0.4792,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/310.mid,2.2166,2.5966,0.6694,0.88
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/311.mid,1.8782,2.1211,0.375,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/312.mid,1.8452,2.7267,0.55,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/313.mid,1.6663,2.7942,0.725,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/314.mid,1.9183,1.9183,,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/315.mid,2.412,2.7779,0.5458,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/316.mid,2.5077,2.8612,0.7046,0.9615
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/317.mid,2.2477,2.7998,0.7927,0.9821
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/318.mid,1.9047,2.6722,0.7734,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/319.mid,2.2514,2.5406,0.653,0.9048
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/32.mid,2.0972,2.6349,0.725,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/320.mid,2.4204,2.8083,0.7455,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/321.mid,2.5413,2.9036,0.7054,0.8846
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/323.mid,2.3643,2.8353,0.6449,0.9268
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/324.mid,0.4286,1.7348,0.8512,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/325.mid,1.9582,2.2717,0.8155,0.6667
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/326.mid,2.0184,2.4416,0.8214,0.9333
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/327.mid,1.5908,2.7653,0.6828,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/328.mid,1.4787,1.9038,0.6477,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/329.mid,1.8378,2.7674,0.6762,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/33.mid,2.1927,2.7699,0.7409,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/330.mid,2.1525,2.6874,0.7562,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/331.mid,2.199,2.6683,0.8781,0.86
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/332.mid,2.3197,2.6713,0.7685,0.9444
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/333.mid,2.1101,3.0575,0.75,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/334.mid,2.2158,2.9487,0.7736,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/335.mid,2.4026,2.7779,0.5897,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/336.mid,2.2319,2.752,0.7139,0.8545
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/337.mid,2.1993,2.564,0.8371,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/338.mid,2.3823,2.8753,0.7091,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/339.mid,2.3575,2.7218,0.75,0.8148
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/34.mid,2.1206,2.8473,0.8345,0.9167
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/340.mid,2.6262,2.9357,0.7639,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/341.mid,2.3784,2.8906,0.6089,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/342.mid,1.7423,2.547,0.6391,0.7857
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/343.mid,2.2135,2.7869,0.6047,0.875
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/344.mid,2.0054,2.5666,0.6614,0.9032
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/345.mid,1.8609,2.7009,0.6667,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/346.mid,2.2482,2.7145,0.6964,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/348.mid,2.4677,2.7873,0.7023,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/349.mid,2.1933,2.8019,0.6949,0.913
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/350.mid,2.2949,2.8197,0.9066,0.9286
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/351.mid,2.2877,2.6501,0.7768,0.875
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/352.mid,2.1425,2.8044,0.7151,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/353.mid,2.1001,2.6962,0.8778,0.9091
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/354.mid,2.3001,2.7926,0.8151,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/355.mid,2.1242,2.6133,0.8078,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/356.mid,1.9296,2.6683,0.7262,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/357.mid,1.8911,2.4183,0.625,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/358.mid,2.0564,2.6915,0.6981,0.9524
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/359.mid,0.0,0.0,,-0.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/36.mid,2.3691,2.9092,0.799,0.9831
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/360.mid,2.0047,2.6564,0.6042,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/361.mid,2.0053,2.7087,0.7852,1.0
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/362.mid,2.4151,2.8506,0.6671,0.9412
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/363.mid,2.3512,2.7691,0.7978,0.8947
/home/feiyuehchen/personality/llama2music/generation/REMI_20000/364.mid,2.6054,2.7609,0.7188,1.0
